image,name,caption,human
fyodor-vasilyev_road-through-a-birchwood-1869.jpg,Road through a Birchwood; Fyodor Vasilyev,"The artwork depicts a road passing through a forest of tall birch trees, with sunlight filtering through the branches.",n
serge-sudeikin_ballet-1910.jpg,Ballet; Serge Sudeikin,"The artwork depicts a ballet performance, with dancers in colorful costumes gracefully moving on stage.",n
rudolf-von-alt_view-of-arsenal-museum-1857.jpg,View of Arsenal Museum; Rudolf von Alt,"The artwork depicts a view of the Arsenal Museum in Vienna, with a busy street and people walking in front of it.",n
jan-van-hemessen_the-prodigal-son-1536.jpg,Parable of the Prodigal Son; Jan van Hemessen,"The artwork depicts the Parable of the Prodigal Son, with two figures in a landscape and a city in the background.",n
konstantin-vasilyev_on-the-bridge-kalinovoye.jpg,On the bridge Kalinovoye; Konstantin Vasilyev,The artwork depicts a serene scene of a river running under a bridge with trees and foliage on either side.,n
aleksey-antropov_portrait-of-the-lady-in-waiting-a-m-izmaylova.jpg,Portrait of the Lady in Waiting A.M.Izmaylova; Aleksey Antropov,"The artwork depicts a portrait of a lady in waiting, dressed in an elaborate dress and holding a fan, with a lush background.",n
max-liebermann_dune-near-nordwijk-with-child-1906.jpg,Dune near Nordwijk with Child; Max Liebermann,"The artwork depicts a child playing on a sand dune near Nordwijk, with a calm beach and ocean in the background.",n
richard-gerstl_group-portrait-with-sch-nberg-1907.jpg,Group portrait with Schönberg; Richard Gerstl,"The artwork depicts a group portrait of four men, including composer Arnold Schönberg, in a stylized and colorful manner.",n
maurice-prendergast_low-tide-beachmont.jpg,"Low Tide, Beachmont; Maurice Prendergast","The artwork depicts a beach at low tide, with people and boats scattered across the sand and water.",n
christina-robertson_portrait-of-grand-duchess-zinaida-yusupova.jpg,Portrait of Grand Duchess Zinaida Yusupova; Christina Robertson,The artwork depicts a portrait of a grand duchess in elaborate attire.,n
maurice-prendergast_central-park-1.jpg,Central Park; Maurice Prendergast,"The artwork depicts a colorful park scene with trees, people, and carriages.",n
ivan-grohar_the-sower-1907.jpg,The Sower; Ivan Grohar,The artwork depicts a man scattering seeds in a field with a mountain in the background.,n
aleksey-antropov_portrait-of-tsar-peter-i-the-great-1672-1725-1772.jpg,Portrait of Tsar Peter I the Great (1672-1725); Aleksey Antropov,"The artwork depicts a portrait of Tsar Peter the Great, wearing armor and holding a baton.",n
alexey-venetsianov_sleeping-herd-boy.jpg,Sleeping Herd-Boy; Alexey Venetsianov,The artwork depicts a boy sleeping while herding cattle in a rural landscape.,n
giorgio-vasari_the-deposition.jpg,The Deposition; Giorgio Vasari,The artwork depicts the body of Christ being taken down from the cross by figures in a dramatic scene.,n
john-roddam-spencer-stanhope_the-temptation-of-eve.jpg,The Temptation of Eve; John Roddam Spencer Stanhope,The artwork depicts Eve being tempted by a serpent while standing next to Adam and the tree of knowledge.,n
petrus-christus_madonna-with-the-child-1460.jpg,Madonna with the Child; Petrus Christus,The artwork depicts Mary holding baby Jesus while surrounded by angels in a decorative background.,n
auguste-toulmouche_an-exotic-beauty-in-an-interior-1883.jpg,An Exotic Beauty in an Interior; Auguste Toulmouche,The artwork depicts a beautiful woman in a luxurious interior setting.,n
frans-snyders_greyhound-catching-a-young-wild-boar.jpg,Greyhound Catching a Young Wild Boar; Frans Snyders,The artwork depicts a greyhound catching a wild boar in a forested landscape.,n
arthur-hughes_home-from-the-sea-1862.jpg,Home from the Sea; Arthur Hughes,The artwork depicts a mother and child reunion at a seaside cottage after a long day of fishing.,n
frans-snyders_still-life-1.jpg,Still Life; Frans Snyders,"The artwork depicts various fruits, vegetables, and game animals arranged on a table with a dark background, painted in a realistic style.",n
alexander-ivanov_seven-boys-in-colourful-clothes.jpg,Seven Boys in Colourful Clothes; Alexander Ivanov,"The artwork depicts seven young boys in colorful clothes sitting together and smiling, painted in a realistic style with a simple background.",n
benozzo-gozzoli_st-augustine-departing-for-milan-1465.jpg,St. Augustine Departing for Milan; Benozzo Gozzoli,"The artwork depicts a religious scene of St. Augustine departing for Milan with a crowd of people in the background, painted in a detailed and colorful style.",n
franklin-carmichael_light-and-shadow-1937.jpg,Light and Shadow; Franklin Carmichael,"The artwork depicts a winter landscape with trees, snow-covered ground, and a lake, painted in a naturalistic style with a focus on the play of light and shadow.",n
dirk-bouts_altarpiece-of-the-holy-sacrament.jpg,Altarpiece of the Holy Sacrament; Dirk Bouts,"The artwork depicts an altarpiece with various religious figures, including the Holy Trinity, the Virgin Mary, and angels, painted in a realistic and detailed style with bright colors.",n
giuseppe-de-nittis_promenade-hivernale.jpg,Promenade Hivernale; Giuseppe de Nittis,"The artwork depicts a busy winter street scene with fashionable people, horses, and carriages, painted in an Impressionistic style with loose brushstrokes and bright colors.",n
alonzo-cano_noli-me-tangere.jpg,Noli Me Tangere; Alonzo Cano,"The artwork depicts a religious scene of Mary Magdalene meeting the resurrected Christ, painted in a dramatic and emotional Baroque style with strong light and shadow contrasts.",n
rafael-zabaleta_peasants-1952.jpg,Peasants; Rafael Zabaleta,"The artwork depicts two peasants in traditional clothing, standing outdoors with a simple background, painted in a realistic and detailed style.",n
max-slevogt_artist-s-children-in-garden.jpg,Artist's children in garden; Max Slevogt,"The artwork depicts two young children of the artist playing in a garden, painted in a bright and colorful Impressionistic style with loose brushstrokes.",n
nikolaos-gyzis_portrait-of-artemis-gyzi-1890-1.jpg,Portrait of Artemis Gyzi; Nikolaos Gyzis,"The artwork depicts a young woman in traditional Greek clothing sitting in front of a decorative background, painted in a realistic and detailed style with warm colors.",n
johan-hendrik-weissenbruch_view-of-haarlem-1848.jpg,View of Haarlem; Johan Hendrik Weissenbruch,"The artwork depicts a serene view of Haarlem, with a river in the foreground and a town in the distance.",n
morris-louis_seal-1959.jpg,Seal; Morris Louis,"The artwork depicts a painting titled ""Seal"" which consists of colorful stripes of various widths and colors arranged vertically.",n
cornelis-springer_a-busy-street-in-bremen-with-the-saint-johann-church-in-the-background-1864.jpg,A Busy Street In Bremen With The Saint Johann Church In The Background; Cornelis Springer,"The artwork depicts a busy street scene with a church in the background, featuring old-fashioned buildings, people in traditional attire, and horse-drawn carriages.",n
gerard-terborch_a-woman-spinning.jpg,A Woman Spinning; Gerard Terborch,"The artwork depicts a woman sitting at a spinning wheel, dressed in 17th-century clothing with a white collar and holding a spindle.",n
gerard-terborch_dispatch-1657.jpg,Dispatch; Gerard Terborch,"The artwork depicts a man writing a letter while a woman stands behind him, holding an open letter, with a dog by her side.",n
wols_untitled-1945.jpg,Untitled; Wols,The artwork depicts an abstract piece with dark shades of paint and strong brushstrokes creating an uneven texture.,n
maria-primachenko_ivan-gave-the-landlord-a-ride-in-his-gig-and-fell-inside-1983.jpg,Ivan Gave the Landlord a Ride in his Gig and Fell Inside; Maria Primachenko,"The artwork depicts a folk-style painting of a man driving a horse-drawn gig, with the horse falling into a hole on the road, surrounded by a forest and rural buildings.",n
akseli-gallen-kallela_lake-keitele-1905.jpg,Lake Keitele; Akseli Gallen-Kallela,"The artwork depicts a landscape with a lake surrounded by trees and rocks, with a cloudy sky in the background.",n
john-vassos_illustration-for-oscar-wilde-s-salome-1927-1.jpg,Illustration for Oscar Wilde's 'Salome'; John Vassos,"The artwork depicts an illustration of a scene from ""Salome"" showing a woman dancing with a group of men, with intricate patterns and vivid colors.",n
ivan-vladimirov_famine.jpg,Famine; Ivan Vladimirov,"The artwork depicts a painting of a group of people crowded around a cart, with a person lying dead on the ground, suggesting a scene of famine and suffering.",n
cornelis-vreedenburgh_a-townscene-with-children-at-play-haarlem-1930.jpg,"A Townscene With Children At Play, Haarlem; Cornelis Vreedenburgh","The artwork depicts a bustling Dutch town square with children playing, people walking, and buildings with steep gabled roofs in the background.",n
alonzo-cano_maria.jpg,Maria; Alonzo Cano,"The artwork depicts a bust-length portrait of Mary, the mother of Jesus, with a serene expression on her face.",n
martin-johnson-heade_cattleya-orchid-and-three-hummingbirds-1871.jpg,Cattleya Orchid and Three Hummingbirds; Martin Johnson Heade,The artwork depicts a Cattleya Orchid with three Hummingbirds hovering above it.,n
giorgio-morandi_natura-morta-1956.jpg,Natura Morta; Giorgio Morandi,The artwork depicts a still life composition of various objects arranged on a table.,n
ion-andreescu_the-red-scarf.jpg,The Red Scarf; Ion Andreescu,The artwork depicts a woman wearing a red scarf walking in the countryside.,n
maria-primachenko_black-beast-1936.jpg,Black Beast; Maria Primachenko,The artwork depicts a mystical and dark creature with black fur and a piercing gaze.,n
eyvind-earle_above-the-sea.jpg,Above the Sea; Eyvind Earle,The artwork depicts a dreamy and peaceful landscape overlooking the sea.,n
joachim-patinir_landscape-with-st-christopher.jpg,Landscape with St. Christopher; Joachim Patinir,The artwork depicts a panoramic landscape with Saint Christopher carrying the Christ child on his shoulders.,n
carlo-crivelli_lamentation-of-christ-1473.jpg,Lamentation of Christ; Carlo Crivelli,The artwork depicts the mournful scene of Christ's body being held by his followers after his crucifixion.,n
andrea-del-castagno_queen-esther.jpg,Queen Esther; Andrea del Castagno,"The artwork depicts Queen Esther of the Bible, standing regally and holding a scepter.",n
konstantinos-maleas_castle-at-monemvasia.jpg,Castle at  Monemvasia; Konstantinos Maleas,"The artwork depicts the castle of Monemvasia in Greece, perched atop a rocky hill.",n
patrick-caulfield_pottery-1969.jpg,Pottery; Patrick Caulfield,The artwork depicts a still life composition of various pottery objects arranged on a table.,n
enzo-cucchi_musica-ebbra-1982.jpg,Musica Ebbra; Enzo Cucchi,"The artwork depicts a scene of drunken music-making, with figures playing instruments, dancing, and reclining.",n
eyvind-earle_little-jewels-1990.jpg,Little Jewels; Eyvind Earle,The artwork depicts a forest of colorful trees against a bright blue sky.,n
eyvind-earle_silent-meadow-1990.jpg,Silent Meadow; Eyvind Earle,The artwork depicts a serene meadow surrounded by trees with a sunset sky.,n
hercules-seghers_landscape.jpg,Landscape; Hercules Seghers,The artwork depicts a hilly landscape with a river flowing through it.,n
ford-madox-brown_jacob-and-joseph-s-coat-1871.jpg,Jacob and Joseph's Coat; Ford Madox Brown,The artwork depicts Jacob gifting Joseph with a colorful coat.,n
sergey-solomko_human-shield.jpg,Human Shield; Sergey Solomko,The artwork depicts a woman protecting herself with a man's body as a shield.,n
filipp-malyavin_whirlwind-1906.jpg,Whirlwind; Filipp Malyavin,The artwork depicts a whirlwind of colors and figures.,n
robert-silvers_birth-of-venus-2006.jpg,Birth of Venus; Robert Silvers,The artwork depicts Venus rising from the ocean on a shell.,n
amrita-sher-gil_brahmacharis-1937.jpg,Brahmacharis; Amrita Sher-Gil,The artwork depicts two Indian monks in orange robes.,n
edwin-henry-landseer_victoria-princess-royal-with-eos.jpg,"Victoria, Princess Royal, with Eos; Edwin Henry Landseer",The artwork depicts Princess Victoria standing with her dog Eos in a pastoral setting.,n
hoca-ali-riza_peyzaj.jpg,Landscape; Hoca Ali Riza,The artwork depicts a lush landscape with trees and hills.,n
giuseppe-de-nittis_sarah-bernhardt-as-pierrot.jpg,Sarah Bernhardt as Pierrot; Giuseppe de Nittis,"The artwork depicts Sarah Bernhardt dressed as Pierrot, gazing wistfully towards the viewer.",n
cornelis-de-vos_self-portrait-of-the-artist-with-his-wife-suzanne-cock-and-their-children-1630.jpg,Self-portrait of the Artist with his Wife Suzanne Cock and their Children; Cornelis de Vos,"The artwork depicts a family portrait of the artist with his wife and children, set against a neutral background.",n
julius-leblanc-stewart_sarah-bernhardt-and-christine-nilsson-1883.jpg,Sarah Bernhardt and Christine Nilsson; Julius LeBlanc Stewart,"The artwork depicts actresses Sarah Bernhardt and Christine Nilsson sitting side-by-side, dressed in elegant clothing and holding musical instruments.",n
joachim-patinir_st-jerome-in-rocky-landscape.jpg,St. Jerome in Rocky Landscape; Joachim Patinir,"The artwork depicts Saint Jerome standing in a rocky landscape, holding a book in his left hand and a cross in his right.",n
eyvind-earle_the-wave-1990.jpg,The Wave; Eyvind Earle,The artwork depicts a stylized wave with intricate patterns and a gradient of blue colors.,n
aleksey-antropov_portrait-of-countess-m-a-rumyantzeva.jpg,Portrait of Countess M.A.Rumyantzeva; Aleksey Antropov,"The artwork depicts Countess M.A.Rumyantzeva, dressed in a lavish gown and adorned with jewelry, standing against a dark background.",n
billy-childish_the-drinker-1996.jpg,The Drinker; Billy Childish,"The artwork depicts a man with a mustache, wearing a suit and drinking from a mug.",n
andrea-del-sarto_madonna-and-child-with-the-infant-saint-john-in-a-landscape.jpg,Madonna and Child with the Infant Saint John in a Landscape; Andrea del Sarto,"The artwork depicts Madonna holding the infant Christ, with Saint John the Baptist kneeling at her feet, set against a landscape with mountains and a river.",n
joan-mitchell_untitled-1951-1.jpg,Untitled; Joan Mitchell,The artwork depicts a colorful abstract composition with bold brushstrokes and splatters.,n
jose-de-almada-negreiros_relation-9-10-1957.jpg,Relation 9/10; Jose de Almada-Negreiros,The artwork depicts a black and white abstract composition with geometric shapes and lines.,n
domenico-veneziano_st-john-the-baptist-and-st-francis-of-assisi.jpg,St. John the Baptist and St. Francis of Assisi; Domenico Veneziano,"The artwork depicts Saint John the Baptist and Saint Francis of Assisi standing side by side, both dressed in robes and holding a book and a cross.",n
franz-richard-unterberger_amalfi-the-gulf-of-salerno.jpg,"Amalfi, The Gulf Of Salerno; Franz Richard Unterberger",The artwork depicts a scenic view of Amalfi and the Gulf of Salerno with mountains in the background and boats in the water.,n
nikolaos-lytras_man-in-a-boat.jpg,"Boat with Sail (Panormos, Tinos); Nikolaos Lytras","The artwork depicts a boat with a sail in the Panormos area of Tinos, surrounded by blue waters and hills in the background.",n
francesco-guardi_fire-in-the-oil-depot-at-san-marcuola.jpg,Fire in the Oil Depot at San Marcuola; Francesco Guardi,"The artwork depicts a fiery explosion in the San Marcuola oil depot, with people and buildings in the foreground.",n
roger-de-la-fresnaye_married-life-1913.jpg,Married Life; Roger de La Fresnaye,"The artwork depicts a married couple in their home, with the man sitting and the woman standing, in a room with furniture and artwork.",n
gwen-john_the-japanese-doll.jpg,The Japanese Doll; Gwen John,"The artwork depicts a small Japanese doll, with detailed patterns and a serene expression, against a dark background.",n
eugene-de-blaas_an-interesting-story.jpg,An Interesting Story; Eugene de Blaas,"The artwork depicts a woman with a book in her hand, surrounded by three men listening to her story, inside a cozy interior space.",n
adriaen-van-ostade_peasants-carousing-and-dancing-outside-an-inn.jpg,Peasants Carousing and Dancing outside an Inn; Adriaen van Ostade,"The artwork depicts peasants dancing and carousing outside an inn, with a musician playing a fiddle and other people drinking and socializing.",n
nikolaos-lytras_peeling-quinces.jpg,Peeling Quinces; Nikolaos Lytras,"The artwork depicts a woman peeling quinces, with fruit and a knife on a table, and a pot on the stove in the background.",n
eyvind-earle_crimson-sunset.jpg,Crimson Sunset; Eyvind Earle,The artwork depicts a vibrant crimson sunset over a landscape with trees and hills in the background.,n
alfred-stevens_portrait-of-mrs-howe-1900.jpg,Portrait of Mrs. Howe; Alfred Stevens,"The artwork depicts a portrait of Mrs. Howe, a woman with a black dress and a large hat, holding a fan and seated in an ornate chair.",n
fyodor-bronnikov_pythagoreans-celebrate-sunrise-1869.jpg,Pythagoreans celebrate sunrise; Fyodor Bronnikov,The artwork depicts a group of Pythagorean philosophers celebrating the sunrise by the seashore.,n
walter-sickert_portrait-of-lady-noble.jpg,Portrait of Lady Noble; Walter Sickert,"The artwork depicts a woman with a fur collar and hat sitting in front of a window, possibly Lady Noble.",n
raphael-kirchner_couples-between-red-borders-1901-2.jpg,Couples between red borders; Raphael Kirchner,The artwork depicts couples dressed in formal attire within a red bordered frame.,n
utagawa-toyokuni_the-promenade.jpg,The Promenade; Utagawa Toyokuni,The artwork depicts three geishas in traditional attire walking in a garden.,n
konrad-witz_emperor-augustus-and-the-sybil-of-tibur.jpg,Emperor Augustus and the Sybil of Tibur; Konrad Witz,"The artwork depicts Emperor Augustus with a woman prophesying the future, the Sybil of Tibur, in a rocky landscape.",n
cornelis-de-vos_portrait-of-a-dutch-master.jpg,Portrait of a Dutch master; Cornelis de Vos,"The artwork depicts the bust of a middle-aged Dutchman, possibly a master, against a dark background.",n
keith-haring_untitled-1983-3.jpg,Untitled; Keith Haring,The artwork depicts a group of figures and shapes in black and white.,n
antoine-pesne_frederick-ii-of-prussia-1757.jpg,Frederick II of Prussia; Antoine Pesne,"The artwork depicts Frederick II, King of Prussia, in military attire with a blue sash.",n
david-teniers-the-younger_the-temptation-of-st-anthony-3.jpg,The Temptation of St. Anthony; David Teniers the Younger,The artwork depicts Saint Anthony being tempted by demons in a rocky landscape.,n
gabriel-metsu_an-old-woman-selling-fish-1662.jpg,An Old Woman Selling Fish; Gabriel Metsu,The artwork depicts an old woman selling fish in a market.,n
william-james-glackens_caf-lafayette-portrait-of-kay-laurel-1914.jpg,Café Lafayette (Portrait of Kay Laurel); William James Glackens,"The artwork depicts a woman, Kay Laurel, seated alone in a café.",n
alexey-venetsianov_peasant-children-in-the-field.jpg,Peasant Children in the Field; Alexey Venetsianov,The artwork depicts two peasant children playing in a field with a dog in the foreground.,n
julius-leblanc-stewart_nude-in-an-interior-1914.jpg,Nude in an Interior; Julius LeBlanc Stewart,"The artwork depicts a nude woman standing in an ornate interior, gazing off to the side.",n
david-wilkie_the-penny-wedding.jpg,The Penny Wedding; David Wilkie,"The artwork depicts a crowded Scottish wedding ceremony, with a penny pinned to the bride's dress.",n
max-kurzweil_the-cushio-1903.jpg,The Cushion; Max Kurzweil,"The artwork depicts a woman lounging on a cushioned chair, her face partially obscured by a book.",n
amadeo-de-souza-cardoso_corpus-christi-procession-1913.jpg,Corpus Christi procession; Amadeo de Souza-Cardoso,"The artwork depicts a religious procession making its way through a town, with people carrying religious symbols and banners.",n
felicien-rops_cythera-s-toilette.jpg,Cythera's Toilette; Felicien Rops,"The artwork depicts a woman, possibly a goddess, in a diaphanous robe, sitting at a dressing table.",n
vasily-tropinin_ustim-karmaluk.jpg,Ustim Karmaluk; Vasily Tropinin,"The artwork depicts an elderly man wearing a traditional Ukrainian outfit, holding a walking stick.",n
hiro-yamagata_not-detected-272415.jpg,Collector; Hiro Yamagata,"The artwork depicts a man surrounded by colorful objects, including a fish, musical instruments, and a bottle.",n
john-william-godward_sweet-dreams-1901.jpg,Sweet Dreams; John William Godward,"The artwork depicts a reclining woman draped in fabric, surrounded by flowers and holding a branch.",n
adriaen-van-ostade_inn-scene.jpg,Inn Scene; Adriaen van Ostade,The artwork depicts a group of peasants drinking and smoking outside an inn.,n
konstantinos-volanakis_boat-at-moonlight.jpg,Boat at moonlight; Konstantinos Volanakis,"The artwork depicts a sailboat gliding across the moonlit sea, with a coastal town in the background.",n
orest-kiprensky_portrait-of-a-davydov-1809.jpg,Portrait of A. Davydov; Orest Kiprensky,"The artwork depicts a portrait of A. Davydov, dressed in formal attire and gazing pensively to the side.",n
hoca-ali-riza_manzara-landscape-1898.jpg,Landscape; Hoca Ali Riza,"The artwork depicts a peaceful landscape with a river, trees, and mountains painted with intricate brushwork and vivid colors.",n
eug-ne-grasset_anxi-t-1897.jpg,Anxiété; Eugène Grasset,"The artwork depicts a woman lying down with her head in her hands, looking distressed, while surrounded by symbolic imagery of anxiety and stress.",n
robert-silvers_bob-marley.jpg,Bob Marley; Robert Silvers,"The artwork depicts a portrait of the musician Bob Marley, painted with bold, colorful brushstrokes that evoke his vibrant personality and spirit.",n
william-james-glackens_29-washington-square-1.jpg,29 Washington Square; William James Glackens,"The artwork depicts a busy city street in New York City, bustling with people and activity, and rendered with loose, impressionistic brushstrokes.",n
gerard-terborch_the-lute-player-1668.jpg,The Lute Player; Gerard Terborch,"The artwork depicts a man playing a lute in a simple, elegant interior, illuminated by soft, warm light that falls from the window.",n
gerrit-dou_dentist-by-candlelight.jpg,Dentist by Candlelight; Gerrit Dou,"The artwork depicts a scene of a dentist at work in his office, with the patient lying back in a chair, and the room illuminated by the warm glow of a candle.",n
constant-troyon_a-cow-in-a-landscape.jpg,A Cow in a Landscape; Constant Troyon,"The artwork depicts a cow standing in a lush green landscape, with trees and hills in the background, and painted with thick, expressive brushstrokes.",n
frans-hals_marriage-portrait-of-isaac-massa-and-beatrix-van-der-laen.jpg,Marriage Portrait of Isaac Massa and Beatrix van der Laen; Frans Hals,"The artwork depicts a couple standing side by side, dressed in elegant clothing and holding hands, with a landscape in the background, and rendered with lively brushwork and bold colors.",n
corneliu-baba_the-mad-king-i-m-the-king-1986.jpg,The Mad King (I'm The King); Corneliu Baba,"The artwork depicts a portrait of a king with a wild, unkept beard and hair, painted in dark, dramatic tones that convey his madness and instability.",n
henryk-siemiradzki_night-on-the-eve-of-ivan-kupala.jpg,Night on the Eve of Ivan Kupala; Henryk Siemiradzki,"The artwork depicts a group of people gathered around a bonfire at night, celebrating the eve of a traditional holiday, with colorful costumes and glowing torches.",n
giuseppe-de-nittis_the-races-at-longchamps-from-the-grandstand.jpg,The Races at Longchamps from the Grandstand; Giuseppe de Nittis,"The artwork depicts horse races at Longchamps, viewed from the grandstand.",n
john-william-godward_a-song-without-words-1919.jpg,A Song without Words; John William Godward,"The artwork depicts a seated woman playing a lyre, surrounded by marble columns and a balustrade.",n
jean-hey_portrait-of-margaret-of-austria-portrait-of-a-young-princess-1.jpg,Portrait of Margaret of Austria (Portrait of a Young Princess); Jean Hey,"The artwork depicts a young princess, wearing a red dress and jewelry, standing against a dark background.",n
giovanni-domenico-tiepolo_pulcinella-on-holiday.jpg,Pulcinella on Holiday; Giovanni Domenico Tiepolo,"The artwork depicts the Commedia dell'Arte character Pulcinella, dressed in red, on a holiday with a group of people.",n
judith-leyster_a-boy-and-a-girl-with-a-cat-and-an-eel.jpg,A Boy and a Girl with a Cat and an Eel; Judith Leyster,"The artwork depicts a boy and a girl holding a cat and an eel, standing in front of a dark background.",n
constant-troyon_cows-in-the-field-1852.jpg,Cows in the Field; Constant Troyon,The artwork depicts cows grazing in a meadow with trees in the background.,n
johan-hendrik-weissenbruch_a-bomschuit-on-the-beach.jpg,A Bomschuit On The Beach; Johan Hendrik Weissenbruch,"The artwork depicts a Bomschuit, a type of Dutch fishing boat, on the beach with the ocean in the background.",n
christoffer-wilhelm-eckersberg_lying-model-in-bed.jpg,Lying Model in Bed; Christoffer Wilhelm Eckersberg,"The artwork depicts a reclining female model in bed, with a white sheet covering her legs.",n
alexey-bogolyubov_the-battle-of-gangut-july-27-1714-1877.jpg,"The Battle of Gangut, July 27, 1714; Alexey  Bogolyubov","The artwork depicts a sea battle between Russian and Swedish ships, with smoke, fire, and cannons in the foreground.",n
philip-wilson-steer_woman-sewing.jpg,Woman Sewing; Philip Wilson Steer,"The artwork depicts a woman sitting at a table, sewing with a needle and thread.",n
alexander-orlowski_shipwreck.jpg,Shipwreck; Alexander Orlowski,The artwork depicts a shipwreck on a rocky shore with waves crashing against the boat.,n
nikolaos-lytras_tinos-agios-markos-1923.jpg,Tinos Agios Markos; Nikolaos Lytras,The artwork depicts the view of the Tinos Agios Markos beach from a hilltop.,n
john-henry-twachtman_wild-cherry-tree.jpg,Wild Cherry Tree; John Henry Twachtman,The artwork depicts a blooming wild cherry tree with a blue sky and distant hills in the background.,n
christina-robertson_portrait-of-empress-alexandra-fedorovna-1.jpg,Portrait of Empress Alexandra Fedorovna; Christina Robertson,The artwork depicts Empress Alexandra Fedorovna wearing a lavish dress and a crown.,n
jozsef-rippl-ronai_my-grandmother-1894.jpg,My Grandmother; Jozsef Rippl-Ronai,"The artwork depicts an elderly woman sitting in a chair, holding a cane, with a floral patterned wallpaper behind her.",n
edwin-henry-landseer_a-distinguished-member-of-the-humane-society.jpg,A Distinguished Member of the Humane Society; Edwin Henry Landseer,"The artwork depicts a dog wearing a collar and medal, seated in front of a table with a pitcher and book.",n
frans-snyders_still-life-with-crab-poultry-and-fruit-1620.jpg,"Still Life with Crab, Poultry, and Fruit; Frans Snyders","The artwork depicts a still life arrangement of a crab, poultry, fruits, and a glass vase with flowers on a table.",n
john-william-godward_the-love-letter-1913.jpg,The Love Letter; John William Godward,"The artwork depicts a woman holding a letter, leaning against a pillar with a peacock statue beside her.",n
max-liebermann_tennis-game-by-the-sea-1901.jpg,Tennis Game by the Sea; Max Liebermann,"The artwork depicts a tennis game being played on a grassy court near the sea, with several people watching.",n
ellsworth-kelly_spectrum-iv-1967.jpg,Spectrum IV; Ellsworth Kelly,"The artwork depicts a colorful abstract design with rectangular shapes in various shades of blue, green, and yellow.",n
agnolo-bronzino_portrait-of-lorenzo-the-magnificent.jpg,Portrait of Lorenzo the Magnificent; Agnolo Bronzino,"The artwork depicts a portrait of a man, Lorenzo de' Medici, wearing a richly embroidered robe and holding a magnifying glass.",n
gerard-terborch_officer-writing-a-letter.jpg,Officer Writing a Letter; Gerard Terborch,"The artwork depicts a man dressed in a military uniform sitting at a table and writing a letter, with a sword resting beside him.",n
joaquin-torres-garcia_arte-constructivo-1943.jpg,Arte Constructivo; Joaquin Torres Garcia,The artwork depicts an abstract composition with colorful geometric shapes and symbols.,n
akseli-gallen-kallela_aino-myth-triptych-1891.jpg,"Aino Myth, Triptych; Akseli Gallen-Kallela","The artwork depicts a triptych of Aino mythology, showing a man and a woman in traditional Finnish dress, and a landscape with a tree.",n
antonio-ligabue_planting-with-horses.jpg,Planting with horses; Antonio Ligabue,"The artwork depicts two horses pulling a plow through a field, with a man walking alongside.",n
lynd-ward_beowulf-wrestles-with-grendel-1933.jpg,Beowulf wrestles with Grendel; Lynd Ward,"The artwork depicts a scene from the epic poem ""Beowulf,"" showing the hero grappling with the monster Grendel.",n
federico-zandomeneghi_the-reader.jpg,The Reader; Federico Zandomeneghi,"The artwork depicts a woman seated in profile, reading a book and lost in thought.",n
nikolaos-gyzis_carnival-in-athens.jpg,Carnival in Athens; Nikolaos Gyzis,"The artwork depicts a festive scene on the streets of Athens, with people dressed in costumes and masks, and musicians playing instruments.",n
richard-parkes-bonington_the-rialto-venice-1826.jpg,"The Rialto, Venice; Richard Parkes Bonington","The artwork depicts a view of the Rialto Bridge and canal in Venice, with boats and buildings in the background.",n
james-ensor_self-portrait-with-masks-1899.jpg,Self-Portrait with Masks; James Ensor,"The artwork depicts a self-portrait of the artist wearing a mask and holding a puppet, surrounded by other masks and theatrical props.",n
jules-joseph-lefebvre_portrait-of-julia-foster-ward-1880.jpg,Portrait of Julia Foster Ward; Jules Joseph Lefebvre,"The artwork depicts a portrait of Julia Foster Ward, elegantly dressed and holding a fan, with a landscape visible in the background.",n
martiros-sarian_mules-laden-with-hay-1910.jpg,"Mules, laden with hay; Martiros Sarian","The artwork depicts mules, heavily loaded with hay on their backs, walking on a dirt road surrounded by greenery and rocks.",n
konrad-witz_the-miraculous-draught-of-fishes-peter-s-altar-table-1444.jpg,The Miraculous Draught of Fishes (Peter's altar table); Konrad Witz,The artwork depicts a scene from the Bible where Jesus miraculously helps fishermen catch an abundance of fish in their nets.,n
george-frederick-watts_the-death-of-cain.jpg,The death of Cain; George Frederick Watts,The artwork depicts the biblical character Cain lying on the ground after being cursed by God for killing his brother Abel.,n
giovanni-domenico-tiepolo_the-new-world-1797.jpg,The New World; Giovanni Domenico Tiepolo,"The artwork depicts a fantastical landscape with various figures, animals, and buildings, suggesting a new and unknown world.",n
konstantin-makovsky_hide-and-seek.jpg,Hide and Seek; Konstantin Makovsky,The artwork depicts a group of children playing hide-and-seek in an outdoor setting with greenery and a fence in the background.,n
paul-cezanne_the-brook-1900.jpg,The Brook; Paul Cezanne,"The artwork depicts a landscape with a serene stream flowing through it, surrounded by trees and rocks.",n
robert-julian-onderdonk_bluffs-on-the-guadalupe-riiver-17-miles-above-kerryville-texas-1921.jpg,"Bluffs on the Guadalupe River, 17 Miles above Kerrville, Texas; Robert Julian Onderdonk",The artwork depicts a scenic view of bluffs along a river in Texas with trees and greenery in the foreground and distant hills in the background.,n
